municipio,candidato,partido,ano,proposta_1,proposta_2,proposta_3,proposta_4,proposta_5
Boa Vista,MARIA VALERIA COSTA CORREIA,PSOL,2020,programa ausente,,,,
Boa Vista,RICARDO SÉRGIO BARBOSA DE OLIVEIRA,PT,2020,"Ampliar a utilização da rede municipal de saúde como Rede-Escola, uma rede de formação dos estudantes de cursos da área da saúde, com ênfase no atendimento do SUS, e formação permanente dos profissionais de saúde da rede","Implantar e incrementar programas de robótica com a criação de laboratórios de robótica, programas como Fab Lab (educação) e programas de inovação de maneira a reduzir as taxas de reprovação e de abandono do ensino fundamental do município","transporte de massa. Com mais de 1 milhão de habitantes, já passou da hora de se implementar um transporte de massa nos grandes eixos de Maceió, permitindo uma condução rápida e eficaz de um grande número de pessoas. Esse modal pode ocorrer com a implementação de um metrô subterrâneo vencendo as avenidas Fernandes Lima e Durval de Góes Monteiro, um metrô de superfície pelo vale do Reginaldo, um metrô subterrâneo na avenida menino Marcelo, ou a implantação de 3 linhas de metrô nesses três eixos importantes da cidade.","Implementar uma política de acesso à terra/imóveis para produção de habitações populares (HIS): aquisição de imóveis no centro e bairros com infraestrutura, equipamentos e emprego para produzir HIS com recursos do orçamento municipal e dos programas dos governos federal e estadual","Projeto Guardiã Maria da Penha, em uma parceria entre as secretarias de segurança urbana, secretaria de promoção das mulheres e o ministério público, com vistas à proteção contra todas as formas de violência e o feminicídio em Maceió"
Boa Vista,ADRIANA SAUTHIER ACCORSI,PT,2020,Atrair os fornecedores das atuais empresas industriais para se instalar na cidade,"Compras públicas – tratamento preferencial às micro e pequenas empresas e às iniciativas de economia solidária locais, a exemplo da aquisição de produtos da agricultura familiar para a alimentação escolar","Programa Cidade cuidará da sua Maioridade: Dentre as políticas de atendimento à população da maioridade, serão planejados locais de moradias com políticas multissetoriais e equipes multidisciplinares, com residências que dêem às pessoas idosas a dignidade humana integralizada ao espaço urbano e de fácil acesso aos equipamentos já existentes.","Aumentar progressivamente a coleta e o tratamento de esgoto, mantendo rigorosa separação entre águas pluviais e esgoto",Expandir e quali car o atendimento odontológico que apresenta baixa cobertura atualmente (menos de 20%). Quali car as ações de atenção individual e coletiva para crianças e adolescentes nas escolas;
Boa Vista,ALYSSON FRANCISCO DE LIMA,SOLIDARIEDADE,2020,Premiações serão oferecidas para equipes ou agentes da guarda que conquistarem resultados práticos sobre a redução de índices de criminalidade no perímetro de um prédio Público.,Criação do departamento de compliance em todas as secretarias e repartições do município.,Criação de uma agência de fomento dentro da estrutura de Secretaria Municipal de Agricultura Familiar. Abertura de linhas de créditos para os pequenos agricultores e suas famílias que produzem dentro de um contexto de agricultura familiar,Criar um projeto de apoio emergencial para os desempregados devido à crise gerada pela covid-19. Trazer núcleos que desenvolvam programas de capacitação e encaminhamento para o mercado de trabalho.,"Concessão de incentivos para empresas de tecnologia e de serviços para se instalarem no centro de Goiânia ou em outras áreas, bem como atrair empresas e investimentos privados para os quatro poios econômicos"
Boa Vista,ANTÔNIO VIEIRA NETO,PCB,2020,"Assegurar a autonomia das empresas estatais, sob o controle social, desvinculada dos governos, tendo em vista orientá-las em favor das demandas das camadas populares e protegê-las da corrupção política e econômica.","O Plano Diretor é ponto central no processo de democratização da tomada de decisões na escala municipal. Nesse sentido, o PCB propõe uma ampla consulta a população, usando referendos e plebiscitos, diálogo com as associações de bairro e através de amplo processo de mobilização da população para a constituição de assembleias populares a serem realizadas nos bairros.","Estatização plena de todo o sistema educacional público goiano, conferindo autonomia financeira, política, administrativa e pedagógica às instituições educacionais em seus diferentes níveis e modalidades, colocando-as sob controle dos trabalhadores, a partir da criação de Conselhos Populares, eleitos entre os profissionais da área e usuários, com mandatos imperativos e com autonomia para a definição, administração e organização das políticas educacionais","Revogação de medidas e iniciativas que tenham como objetivo o repasse dos serviços de saúde para as mãos da iniciativa privada, particularmente a gestão pelas Organizações Sociais (OS’s), bem como a eliminação da terceirização nas atividades meio e fins na saúde pública, tendo em vista que os referidos serviços devem ser constitucional e integralmente prestados pela administração pública por meio dos seus servidores.","Passe Livre estendido imediatamente aos estudantes, aos desempregados e às populações em estado de vulnerabilidade social."
Boa Vista,CRISTIANO DE MORAES CUNHA,PV,2020,Concretizar a despoluição do Rio Meia Ponte,Aplicação do IPTU Verde para separação do lixo residencial,"Desapropriaçã do imóveis públicos que estão abandonados em Goiânia, para fins sociais relacionados a Educação, Esporte e Lazer",Fiscalizaçao dos contratos das Organizações Sociais de Saúde (OS),Valorização dos feirantes e da produção orgânica/agroecológica
Campo Grande,ELIAS VAZ DE ANDRADE,PSB,2020,"Dentro do próprio efetivo da Guarda Municipal criar patrulhas para criar vínculos com comunidades periféricas, em conjunto com a assistência social do município, para identificar situações de extrema vulnerabilidade social e garantir a execução de ações mitigadoras.",Ampliar a adoção de veículos movido por energia limpa,Fortalecer o programa de compras para a Alimentação Escolar como estratégia de fortalecimento da Agricultura Familiar.,Criar programa de visitas domiciliares dentro Programa de Saúde da Família e do Estratégia Saúde da Família visando combate da dengue e testagem para COVID-19,"Desenvolvimento de oficinas de capacitação e formação, com parcerias com universidades e escolas locais para desenvolver ações que possam aumentar o índice de empregabilidade do cidadão, como cursos online e presenciais de inglês, de espanhol, de programação, de certificações profissionais na área de tecnologia, de gastronomia, marketing digital, e de outras capacidades profissionais que incluam o cidadão goianense na economia do século 21"
Campo Grande,FABIO ANTONIO DE OLIVEIRA JUNIOR,UP,2020,Destinar imóveis vazios para fins de moradia popular,Criar o “Programa de Coleta Solidária” para estimular o descarte consciente dos resíduos sólidos e promover o desenvolvimento de cooperativas de catadores de material reciclável com o objetivo de desenvolver práticas de Economia Solidária e ação de cooperativismo popular,Implantar programas que visem o atendimento em casa de indivíduos que possuem dificuldade de locomoção: “Remédio em Casa” e “Fisioterapia em Casa”,Estabelecer auxílio financeiro a mães adolescentes em situação de vulnerabilidade econômica;,"Criação do programa “Escola Aberta” com o objetivo de garantir em cada escola a educação laica, com equipamentos tecnológicos, fornecimento de materiais escolares para alunos baixa-renda, valorização das histórias indígena, negra e regional, ensino de artes, xadrez, educação física, e alimentação para os estudantes e educadores, a partir das hortas comunitárias e agricultura familiar, além de possibilitar a integração da escola com a vida social dos bairros;"
Campo Grande,GUSTAVO GAYER MACHADO DE ARAUJO,DC,2020,Redução em 25% dos servidores lotados em cargos comissionados no município,"Atração de empresas no setor de entretenimento, visando o aumento de ofertas de locais que exploram a vida noturna na cidade",Parcerias com a iniciativa privada e com a concessionária Enel Distribuição Goiás para a troca do parque de iluminação pública para lâmpadas de LED,Propor parcerias com a iniciativa privada tais como a isenção de taxas para empresas que investirem nas creches e pré-escolas municipais,"Apresentação na Câmara Municipal de Projeto de Lei que institua o programa “Escola sem Partido” e a vedação do ensino de ideologia de gênero nas escolas, visando o combate a manipulação ideológica na rede municipal de ensino e a invasão do professor na formação sexual e moral do estudante, bem como a manipulação psicológica de nossos filhos"
Campo Grande,HEMANUELLE DI LARA SIQUEIRA JACOB,PSOL,2020,programa ausente,,,,
Campo Grande,JUNIO ALVES ARAUJO,PSL,2020,"Elaborar e implantar um Plano Diretor de Logística, com foco em tornar o município um centro de referência na cadeia de transporte e logística voltado ao agronegócio",criar o Goianiatec de incentivo para turmas de ensino técnico para jovens e adolescentes para que possam sair da escola já com uma função social a desempenhar,"O aplicativo “Escola Segura” vai proporcionar uma maior segurança para estudantes, professores e administradores dos colégios municipais e estaduais localizados no município de Goiânia, já que um a clique no celular será possível acionar a Guarda Civil metropolitana (GCM), a Polícia Militar (PM) ou o corpo de Bombeiros, de acordo com o que ocorrer no local","Implantar o “Projeto Isaías 55” que mudará a forma como o cidadão necessitado vive no município de Goiânia, proporcionando mantimento para todos","Bilhete integrado, pagando uma vez tera a possibilidade de utilizar qualquer forma de transporte para se locomover durante um prazo, reduzindo o valor da tarifa para ao usuário do tranporte"
Campo Grande,LUIZ ALBERTO MAGUITO VILELA,MDB,2020,"Implantação de iniciativas voltadas para saúde de mães e bebês, visando a: melhoria da qualidade do pré-natal, com garantia de acesso ao parto e a consulta puerperal precoce; saúde da criança, com monitoramento e acompanhamento (Aplicativo Criança Goianiense) do processo de desenvolvimento das criança da faixa etária de 0 a 24 meses",Condomínios com sistemas de câmeras de vídeo serão obrigados a ter parte do equipamento monitorando as ruas,Implantar programa de estímulo ao empreendedorismo feminino com capacitação gerencial e orientação financeira. Mulheres Empreendedoras. Trata-se de uma Rede digital de apoio e fomento ao empreendedorismo feminino. Esta rede irá capacitar e qualificar mulheres para atuar como agentes de transformações sociais,"Trabalhar para ampliar o nível de emprego e renda no setor têxtil, incentivar com inovação a capacitação da mão de obra – com cursos desde costura, criação, modelagem, designer e até vendas, além de um programa voltado à aquisição de máquinas para o pequeno produtor melhorar o seu parque industrial.",Inserção da população em estado de vulnerabilidade no corpo de trabalhadores das obras civis.
Campo Grande,SAMUEL GUILSIMAR ALMEIDA,PROS,2020,"política de padronização, harmonização e estética visual das redes aéreas de energia elétrica, telefonia, internet e tv a cabo",fortalecimento e desenvolvimento da economia criativa,"plano com critérios ambientais para poda, arborização e ambientação verde da cidade","criação, produção, distribuição e consumo de bens e serviços • microcréditos • incentivos fiscais • incubadoras para micro e pequenos empreendedores • centros de processos produtivos (moda, móveis, design, gastronomia, artesanato, tecnologia, etc.)",interação e integração entre escola e família
Campo Grande,TALLES ALVES BARRETO,PSDB,2020,"Ampliar o programa Médico da Família dos 30% atuais para 100% das famílias, com migração para o sistema de SAÚDE DA FAMÍLIA, de múltiplas especialidades, com mapeamento, controle, tecnologia e política pública de medicina preventiva","Implementar nova mentalidade para o transporte público escolar, atingindo 100% das famílias atendidas pela rede pública municipal escolar","Criar guarda municipal exclusiva para o transporte para segurança nos ônibus, pontos de parada, terminais e vias de acesso às linhas de transporte.",Compor e liderar grupo de discussão metropolitana com base em formação de fundo financiador que traga conforto para os prefeitos,"Apostar na vocação de Goiânia como Capital turística, cidade jovem, hospitaleira, referência em diversos segmentos"
Campo Grande,VANDERLAN VIEIRA CARDOSO,PSD,2020,Criação de plataforma virtual de ensino à distância como forma de inclusão educacional e ferramenta complementar de aprendizagem,Firmar parcerias com o Sistema “S” para promover e fomentar a qualificação profissional dos jovens e adultos para o aperfeiçoamento profissional;,"Implantar o Programa de Recuperação Ambiental do Município de Goiânia, no intuito de diminuir uma série de degradações ambientais pela disposição irregular e clandestina de Resíduos de Construção Civil e Demolição (RCD)","Implantação do programa Via Rápida Empresa, que reduz o prazo de registro e legalização de empresas na cidade","fortalecer a atuação em segurança primária para atacar as causas do aumento dos indicadores criminais, que podem ser diminuídas com enfrentamento causal como: evasão escolar, fortalecimento de oportunidades de emprego, revitalização urbana, ampliação do aparelho público destinado a elevar o nível social da sociedade goianiense, com foco nos bolsões de problemas diagnosticados"
Campo Grande,VINÍCIUS GOMES DA PAIXÃO,PCO,2020,programa ausente,,,,
Campo Grande,VIRMONDES BORGES CRUVINEL FILHO,CIDADANIA,2020,"Incentivar a cultura do empreendedorismo nas escolas municipais, com conteúdos relativos à economia criativa, programação, design, entre outros.","Criar o programa Compra Local, com foco nas chamadas cadeias curtas, incentivando a população a adquirir produtos do mercado local e estimulando grandes empresas a adquirir matérias-primas e insumos das médias e pequenas empresas locais.","Investir na recuperação e revitalização do centro e regiões com potencial de atração turística, criando polos culturais e espaços de lazer.",Compromisso pela manutenção do processo de democrático de escolha dos diretores das Unidades Educacionais,Criar o Observatório da Economia Criativa para mapear e estabelecer informações e indicadores
Campo Grande,ALOIZIO PENIDO BERTHO,PTC,2020,"A diretriz para a política educacional inclui a matrícula de estudantes com deficiência nas escolas comuns, pois acreditamos que os estudantes com deficiência precisam estar em convivência com alunos não deficientes.",Viabilizar a utilização de ônibus equipados para levar Saúde aos bairros e assistência aos idosos,"Expandir a Rede de Atenção à Mulher, à Criança e outros grupos de risco, ampliando as ações para a saúde sexual e reprodutiva, para o acesso ao pré-natal habitual e de risco, para o parto seguro, cuidados com o recém- nascido e assistência ao puerpério,","aumentar a qualidade do ensino público municipal em parceria com as instituições educacionais particulares a fim de garantir a todos os estudantes o acesso à escola de qualidade, sua permanência, bem como a habilidade de ler e escrever aos 6 anos, além das competências básicas dos cálculos matemáticos e resolução de problemas até os 8 anos","Os ônibus deverão oferecer acessibilidade, assentos estofados, ar condicionado, TV e internet sem fio para atrair os usuários de automóvel particular para o transporte coletivo obedecendo as orientações dos órgãos de saúde."
Campo Grande,EDUARDO VIEIRA HONORIO DA PAIXAO LUCAS,DC,2020,programa ausente,,,,
Campo Grande,FERNANDO LUIZ ELIOTERIO,PC do B,2020,Efetivação de uma política educacional que garanta o ensino da história e cultura africana,"Fortalecimento dos conselhos escolares e dos conselhos municipais de educação e de outros fóruns de controle social, e da relação com os sindicatos de trabalhadores da educação e entidades estudantis.","Criar e fortalecer fundos públicos para fomentar a produção pública, independente, comunitária e de conteúdo jornalístico profissional independente","Implantar, nas periferias, centros esportivos, quadras, campos, pistas, rampas e outros espaços para a prática de atividade física, de modalidades esportivas tradicionais e também dos chamados esportes urbanos (skate, patins, ciclismo, slackline)",Garantir acesso das mulheres à titularidade de lotes e casas com criação de programas voltados para mulheres de baixa renda.
Cuiabá,IONE MARIA MOREIRA DIAS BARBOSA,REPUBLICANOS,2020,"Criar o Projeto “Escola Segura”, através dos pressupostos e fundamentos de Polícia Comunitária, fomentando uma maior e necessária integração e interação entre a Guarda Municipal e Escolas Municipais, Estaduais e Particulares.","Aperfeiçoar a Escola de tempo integral, elevando a oferta de vagas e aprimorando o atendimento desta modalidade de ensino.","assegurar edições sucessivas da LEI MURILO MENDES de incentivo à cultura, procurando aumentar a cada exercício o valor destinado ao fundo municipal. Fazer cumprir dentro do mesmo ano todo o seu calendário desde o lançamento do edital até a liberação do recurso incentivado.",Reformar e melhorar infraestrutura da feira livre em parceria com a Associação dos Feirantes,"Proteger integralmente os Mananciais Hídricos de Juiz de Fora é tarefa impostergável, o que imporá, desde logo, a formação de uma Comissão Técnica para analisar a situação destes reservatórios, com especial ênfase para a Barragem de Chapéu D’uvas, hoje responsável pelo abastecimento de cerca de 40 (quarenta) por cento da Cidade de Juiz de Fora."
Cuiabá,LORENE FIGUEIREDO DE OLIVEIRA,PSOL,2020,"Articular para criação de projeto de lei que preveja incentivos para contratação de pessoas egressas do sistema prisional, bem como percentual de contratação de pessoas egressas em editais de licitação da prefeitura municipal e outros órgãos públicos, bem como outras políticas afirmativas pautadas nos marcadores de identidade","Convênio da PJF com as universidades públicas, MST e demais movimentos sociais para a execução de programas que visem o fomento da agroecologia e da reciclagem, com o objetivo de criação de possibilidades de renda e emprego para as pessoas desempregadas, bem como, a defesa de uma alimentação mais saudável que priorize os alimentos orgânicos e de uma cidade menos poluente.",Reduzir cargos comissionados e priorizar a realização de concursos públicos para contratação de pessoal,"Investir em equipamentos (salas e quartos) que facilitem o parto humanizado, com perspectiva de retomar a Casa do Parto na cidade","Ampliação das casas abrigo e criação de uma rede entre elas como meio de garantir atendimento às mulheres e crianças. Defesa das casas abrigo como medida imediata de intervenção nos casos de violência contra a mulher, vinculado ao devido procedimento em relação aos agressores (punição, afastamento, prisão);"
Cuiabá,MARCO ANTONIO FELICIO DA SILVA,PRTB,2020,"Adotar a estratégia de Gestão da Saúde através de Consórcios Públicos com os municípios vizinhos, otimizando recursos da Saúde na região e oferecendo melhores condições aos cidadãos de cidades vizinhas que precisam usar o sistema de saúde de Juiz de Fora, tornando o município em um polo regional da Saúde.","Implementar novos programas focados na terceira idade, como a capacitação de profissionais cuidadores, programas de exercício utilizando espaços públicos a fim de ampliar a rede de cuidado ao idoso.","Instituir a escola Cívico-Militares, inspiradas pelo modelo adotado pelo Governo Federal com ênfase nos valores da disciplina, respeito e estímulo à educação, cultura e esportes.","Realizar a conexão entre diferentes modais, colocando o transporte particular em conexão com o transporte público. Ciclovias deverão ligar as estações aos centros produtivos, ônibus circulares de pequeno porte farão a complementação do transporte público.","Será fomentada a instalação e o desenvolvimento de startups de tecnologia através de parcerias com universidades/faculdades, já que a cidade possui um potencial nato para a criação de empresas de base tecnológica, contando com universidades e faculdades públicas e privadas."
Cuiabá,MARCOS ANTONIO ALBANO RIBEIRO,REDE,2020,"Ampliar a lista de medicamentos e informatizar o processo de gestão do estoque (o cidadão poderá consultar por aplicativo, qual medicamento está disponível e em qual Unidade de Saúde e/ou Farmácia do Sistema Municipal de Saúde",Atuar proativamente para incluir Juiz de Fora nos primeiros lotes da vacina contra a COVID-19,"Criar um programa de acesso universal aos conteúdos e plataformas de educação on line, de modo a colocar os alunos da rede municipal de ensino inseridos nessa nova plataforma de estudos","Elaborar, em parceria com a Câmara Municipal, lei de incentivo ao uso do Gás Natural Canalizado, em regiões atendidas pelas redes da Gasmig, de forma a reduzir a circulação de caminhões nesses locais, e, consequentemente reduzir as emissões de gases nocivos e riscos de acidentes;","Atuar junto às operadoras para a cobertura de sinal de internet em 100% do município, inclusive nos distritos, Zona Rural e em bairros mais afastados"
Cuiabá,MARIA MARGARIDA MARTINS SALOMÃO,PT,2020,"Direito ao deslocamento seguro, com o sistema viário priorizado para as viagens por transporte coletivo, a pé ou de bicicleta.","Direito a equipamentos públicos de cultura, lazer, educação, saúde nas cercanias da moradia. Acesso à equipamentos públicos em qualquer lugar da cidade, sem discriminação ou constrangimento.","Nossas políticas e nossos projetos de sociedade estão voltados à justiça social e a garantia de liberdade para todos. Por isso somos um partido que defende o socialismo democrático. A nossa coligação entende que a garantia de direitos, por meio da realização de políticas sociais, é essencial para diminuir os efeitos das desigualdades estruturais produzidas pelo capitalismo e melhorar a vida das pessoas.","A nossa coligação irá assegurar, em sua experiência de governo, a primazia do Estado na condução das políticas públicas, para isso será necessário investir em tornar a Prefeitura capaz para realizar o planejamento e a gestão das políticas públicas, criando canais de participação na sua formulação, monitoramento e controle social.","Direito à moradia digna dotada de saneamento básico – água encanada, rede de esgoto, coleta de lixo, drenagem das águas pluviais."
Cuiabá,SHEILA APARECIDA PEDROSA DE MELLO OLIVEIRA,PSL,2020,"Realização de estudo, com ampla participação da sociedade civil e de órgãos de proteção animal para ampliação do canil municipal e construção de hospital veterinário e cemitério municipal para animais de pequeno porte",Realização de parcerias para viabilizar a implantação do Botão do Pânico em Juiz de Fora,"Incentivo à criação, por empresas de software, de aplicativos para celulares que facilitem a vida do cidadão em Juiz de Fora, ao mesmo tempo em que incentiva o surgimento de um ambiente criativo, inovador e empreendedor na região","Busca por parcerias privadas e financiamento para a construção de um shopping popular, para desenvolvimento econômico e trazer dignidade aos vendedores ambulantes e consumidores","Implantação do Projeto Mais Genética no município, melhorando a qualidade do gado leiteiro dos pequenos produtores rurais, gerando mais produtividade e renda"
Cuiabá,VICTÓRIA DE FÁTIMA DE MELLO,PSTU,2020,Salário dos vereadores deve ser no valor do salário de uma professora ou um operário especializado. Isso evitaria que pessoas continuassem entrando para a vida política com o objetivo de se enriquecer,Reativação do trem urbano,"Concurso público para o ensino infantil, anos iniciais do ensino fundamental, todas as disciplinas dos anos finais, pedagogas e secretários escolares, com imediata nomeação descriminalização do consumo das drogas, que é a melhor maneira de acabar com o submundo do tráfico",Dissolução dos batalhões de choque e da cavalaria que visam reprimir manifestações públicas,"gestão pública das UPAS, sob controle dos trabalhadores"
Cuiabá,WILSON REZENDE FRANCO,PSB,2020,"Promover e valorizar o carnaval, com desfiles no calendário normal, em local previamente definido, tendo um projeto de visão ampla do assunto, e que no futuro ele seja autossustentável","Estabelecer parcerias com o Sistema Prisional, para que os internos possam produzir bens para a municipalidade, como carteiras escolares, merenda e etc","Criar um sistema de autodeclaração (cadastro voluntário), para que os proprietários reconheçam e informem o atual e real valor dos imóveis","Desenvolver adequado projeto para a avenida Getúlio Vargas, viabilizando a circulação exclusiva de ônibus e a utilização do espaço para o Carnaval no calendário normal, e como área de lazer em alguns domingos ou feriados.","Fazer uma ciclovia na margem do Paraibuna, de Benfica ao Poço Rico. Promover programas contínuos de educação específicos para proteção e bem estar animal no Município."
Curitiba,ANTONIO CIRILO FERNANDES BORGES,PRTB,2020,"Modernizar o sistema e compras e contratos com a criação da Agenda de Compras Anuais, atendendo todas as demandas da gestão municipal. Esta ação tem como finalidade identificar sempre em meados do ano anterior todas as necessidades de compras para os serviços públicos oferecidos no ano seguinte, com a padronização dos procedimentos técnico-jurídicos de instrução de processos, a maior segurança aos servidores e licitantes e o fomento da transparência pública em todos os processos de compras, aquisições e contratações da Prefeitura de Macapá",Elaboração e implementação de um projeto de utilização racial dos caroços de açaí para outras finalidades econômicas reduzindo os impactos ambientais e gerando renda aos beneficiadores,"Busca a criação de um panorama que aproxime a juventude da administração pública. O projeto visa oportunizar que estudantes do ensino fundamental, médio e superior tenham experiências no que tange a gestão pública, além de promover e incentivar ações sociais no entorno das escolas e instituições de ensino. Através do projeto, será possível a troca de informações, visto que a prefeitura dialogará com a sociedade civil, que trará suas necessidades a administração pública.","Elaborar um projeto de acompanhamento do processo de alfabetização das crianças campo, de assentamentos, extrativistas, indígenas, negras, quilombolas e ribeirinha","Criar o fundo municipal de amparo à comunidade LGBT+, que será gerido pela coordenadoria municipal dos direitos LGBT+, de acordo com a demanda e necessidade definidos através de diálogo com a sociedade civil e conselho representativo."
Curitiba,ANTONIO PAULO DE OLIVEIRA FURLAN,CIDADANIA,2020,Criar o agendamento on line para atendimentos dos serviços eletivos nas unidades de saúde,Criar a linha itinerária que interligue os atrativos da cidade do Curiaú à Fazendinha em ônibus de 2 andares.,Criar o polo permanente de desenvolvimento da Economia criativa e o festival de economia criativa de Macapá:,Implantar e aperfeiçoar o sistema de eleição diretas para equipe gestoras das Escolas de ensino fundamental,Criar o Museu do Índio
Curitiba,GIANFRANCO GUSMÃO DE AZEVEDO,PSTU,2020,não haverá altos salários e despesas superficiais com áreas não essenciais como propaganda etc. Os gastos serão enxugados e todos divulgados no portal da transparência.,Fim da saúde privada: A defesa do SUS é prioridade. Nos limites da prefeitura será promovido o necessário para o funcionamento de acordo com as normas e anseios do povo pobre,"Creche em tempo integral, com ensino de qualidade e segurança para as famílias","Amplo plano de obras públicas voltado para saneamento básico, segurança e infraestrutura. Focado nos bairros periféricos onde vive a maioria da classe trabalhadora em Macapá","para organizar o transporte público na cidade é preciso municipalizar, sob controle de estudantes e trabalhadores. Toda a organização estará sob controle da Prefeitura (linhas, rotas, bilhetagem) e estudantes participarão das decisões junto com os trabalhadores rodoviários. A execução do serviço será diretamente pelo município."
Curitiba,GUARACY BATISTA DA SILVEIRA JÚNIOR,PSL,2020,Instalar um porto hidroviário digno para a Cidade de Macapá,"Criar selo orgânico para hortifrúti produzidos em Macapá e seus Distritos, como estratégia para agregar valor aos seus produtos e contribuir com a saúde da população",Fortalecer o Programa Mais Médicos,"Estabelecer parcerias com entidades públicas e privadas, nacionais e internacionais, neste último caso, buscando parcerias junto à União Europeia em face da fronteira de nosso Estado com a Guiana Francesa e com os bancos mundiais e nacionais públicos e privados;",Premiar as escolas que ultrapassarem as metas IDEB
Curitiba,HAROLDO IRAM GOMES DA SILVA,PTC,2020,"UBS INFORMATIZADAS, essa ferramenta estará disponível para todo o municípe macapaense, basta baixar o aplicativo, será uma plataforma móvel e digital para dar maior comodidade e autonomia aos usuários da saúde pública municipal e agilidade aos serviços oferecidos pela UBS.","Vamos recorrer aos programas do governo federal de assistência financeira como o ProInfância para construção, reforma e aquisição de equipamentos e mobiliário para creches e pré-escolas públicas da educação infantil","Daremos prioridade para iniciativa privada através de licitações públicas para as novas obras de revitalização, pavimentação e urbanização das vias públicas de Macapá, ficando a prefeitura responsável a priori pela conservação e manutenção das mesmas","Vamos treinar, capacitar e habilitar a Guarda Municipal em uso de armas de fogo, direção policial, abordagem policial, usando a mesma doutrina e o protocolo que a PRF usa. Quem não seguir o protocolo ou que reza a doutrina no uso de arma letal, direção policial e seguir o protocolo das abordagens policial irá responder, será responsabilizado e penalizado conforme os ditames das leis em vigor.","Iremos acompanhar a LEI DA LIBERDADE ECONÔMICA do Governo Federal, e tudo que for necessário para diminuir a burocracia e a concessão de Benefícios especiais, iremos executar"
Curitiba,JOAO ALBERTO RODRIGUES CAPIBERIBE,PSB,2020,"Desenvolver plano municipal de apoio a formação, aperfeiçoamento e capacitação do servidor público, com foco na construção do conhecimento, criação de soluções inovadoras, disseminação do conhecimento e das boas práticas. Realizar cooperação técnico-operacional, mediante a colaboração com as instituições públicas (municipal, estadual e federal) e as Instituições de Educação Superior. Oferecer cursos de formação, presencial e a distância.","Garantir a participação popular na formulação, execução e acompanhamento dos instrumentos de planejamento do município, e implantar uma sistemática municipal integrada de avaliação das políticas públicas, com vistas ao fortalecimento institucional e administrativo do município. Planejar a cidade de Macapá nos horizontes de médio e longo prazo de forma integrada, descentralizada e participativa por meio de diálogo efetivo com a população","Criar o programa “Aprendizagem Compartilhada: família e escolas unidas pelo mesmo ideal”, para atuar diretamente no enfretamento dos baixos índices de aprendizagem como verificado no IDEB;","será criado o Centro de Apoio Diagnóstico de Imagem e Análises Clínicas, tornando fácil acesso a estes serviços, que emitirão resultados por meio digital para o cidadão e para as unidades de saúde","Criar o Banco do Povo Municipal para executar um programa de microcrédito produtivo orientado e solidário aos empreendedores populares, ao microempreendedor individual (MEI), as micro e pequenas empresas. Também irá implantar o SINE Municipal, que fará a intermediação digital entre os compradores e os prestadores de serviços, gerando oportunidades de trabalho e renda para trabalhadores autônomos."
Curitiba,JOSE SAMUEL ALCOLUMBRE TOBELEM,DEM,2020,"Promover a modernização do sistema municipal de saúde com territorialização do atendimento da estratégia de Saúde da Família, cadastramentos e estratificação de riscos familiares, e geração de ferramentas de gestão, por meio da utilização de instrumentos tecnológicos de gestão (softwares) e aplicativos","Implementar o programa escola mais bonita, visando a estruturação da rede de ensino municipal, com vistas a ampliação e modernização dos equipamentos educacionais de ensino infantil e fundamental, por meio da construção de salas de aula, laboratórios e espaços para práticas esportivas em áreas de escolas já existentes","Criação do Fundo Municipal de Segurança pública para financiar ações, programas e projetos que visem à adequação, à modernização e à aquisição e manutenção de equipamentos e viaturas para a segurança pública","Implantar novos espaços de produção e difusão cultural no município de Macapá, por meio de equipamento como a Escola de Arte Municipal e CEU das Artes Zona Oeste, com instalações inovadoras e acessíveis","Criar o projeto Maria da Penha Vai à Escola, a ser idealizado e executado em parceria com órgãos e entidades que trabalhem com ações de prevenção e combate à violência contra a mulher"
Curitiba,MARCOS ROBERTO MARQUES DA SILVA,PT,2020,Aprofundar o processo de controle social do SUS na gestão do serviço e instituição de processo de gestão participativa,"Fortalecer no município de Macapá o ProJovem, programa Federal destinado a jovens de 18 a 24 anos que estejam fora do mercado formal de trabalho e que não concluíram a 8ª série do Ensino Fundamental;","Criar o programa Municipal de Estímulo à Inovação, alimentado por um fundo municipal de fomento à inovação, desenvolvido em parceria com SEBRAE, CNPq, Financiadora de Estudos e Projetos-FINEP e entidades de representação comercial e industrial, com objetivo de promover inovação, produtividade e sustentabilidade na cidade de Macapá",implantação de um Terminal Pesqueiro,Melhorar as atividades de escoamento da produção agrícola com aquisição de caminhões e embarcações.
